"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 16:08:53 CET 2022","Mon Dec 12 16:08:55 CET 2022","2168","","Registration > Step 1","","Registration > Step 1","#23 User cannot continue to next step if their password does not meet the minimum password requirements.","#23 User cannot continue to next step if their password does not meet the minimum password requirements.",""
"passed","Mon Dec 12 16:05:01 CET 2022","Mon Dec 12 16:05:11 CET 2022","9748","","Inbox functionality testing","","Inbox functionality testing","#4 Player can see their message list, with messages displaying the correct information (if messages > 1)","#4 Player can see their message list, with messages displaying the correct information (if messages > 1)",""
"passed","Mon Dec 12 16:13:55 CET 2022","Mon Dec 12 16:13:57 CET 2022","2667","","404 error page functionality testing.","","404 error page functionality testing.","#1 404 error page is displayed.","#1 404 error page is displayed.",""
"passed","Mon Dec 12 16:15:34 CET 2022","Mon Dec 12 16:15:36 CET 2022","2723","","Home => Terms & Conditions","","Home => Terms & Conditions","#20 User can see the Suspension/Termination of your Account section on terms and conditions page","#20 User can see the Suspension/Termination of your Account section on terms and conditions page",""
"passed","Mon Dec 12 16:09:41 CET 2022","Mon Dec 12 16:09:51 CET 2022","10179","","Registration > Step 3","","Registration > Step 3","#08 User cannot enter invalid characters into the Address Line 2 field.","#08 User cannot enter invalid characters into the Address Line 2 field.",""
"passed","Mon Dec 12 16:18:48 CET 2022","Mon Dec 12 16:19:01 CET 2022","12867","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#25 User can make bonus deposit.","#25 User can make bonus deposit.",""
"passed","Mon Dec 12 16:05:22 CET 2022","Mon Dec 12 16:05:38 CET 2022","16453","","Deep Link -> Loss Limits","","Deep Link -> Loss Limits","#2 Deep link to loss limits open login when not logged in before loss limits","#2 Deep link to loss limits open login when not logged in before loss limits",""
"passed","Mon Dec 12 16:14:25 CET 2022","Mon Dec 12 16:14:31 CET 2022","6093","","Expired Link Error","","Expired Link Error","#9 User can click on 'Back to Login' and open Login window and successfully login.","#9 User can click on 'Back to Login' and open Login window and successfully login.",""
"passed","Mon Dec 12 16:15:05 CET 2022","Mon Dec 12 16:15:09 CET 2022","3698","","Home => Terms & Conditions","","Home => Terms & Conditions","#11 User can see the Definitions section on terms and conditions page","#11 User can see the Definitions section on terms and conditions page",""
"passed","Mon Dec 12 16:04:22 CET 2022","Mon Dec 12 16:04:35 CET 2022","12746","","Inbox functionality testing","","Inbox functionality testing","#1 Unread message count is present on Inbox navigation bar icon if player has unread messages","#1 Unread message count is present on Inbox navigation bar icon if player has unread messages",""
"failed","Mon Dec 12 16:16:26 CET 2022","Mon Dec 12 16:16:36 CET 2022","9822","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#12 Player can successfully set a monthly deposit limit if not already set.","#12 Player can successfully set a monthly deposit limit if not already set.",""
"passed","Mon Dec 12 16:07:16 CET 2022","Mon Dec 12 16:07:29 CET 2022","13305","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#1 Player can view their communication preferences (default preferences: empty communication preferences and English language)","#1 Player can view their communication preferences (default preferences: empty communication preferences and English language)",""
"passed","Mon Dec 12 16:08:40 CET 2022","Mon Dec 12 16:08:58 CET 2022","18569","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#14 User cannot set a Loss Limit higher than the maximum amount. ","#14 User cannot set a Loss Limit higher than the maximum amount. ",""
"passed","Mon Dec 12 16:06:13 CET 2022","Mon Dec 12 16:06:30 CET 2022","17483","","My Account -> Deposit","","My Account -> Deposit","#1 Check user is able to access the deposit modal via the account menu and is displayed with the option to fill in card details by default","#1 Check user is able to access the deposit modal via the account menu and is displayed with the option to fill in card details by default",""
"passed","Mon Dec 12 16:08:38 CET 2022","Mon Dec 12 16:08:51 CET 2022","13063","","Recover Password","","Recover Password","#06 Recover Password button displays 'Re-Send Email' text after a successful first attempt.","#06 Recover Password button displays 'Re-Send Email' text after a successful first attempt.",""
"failed","Mon Dec 12 16:17:13 CET 2022","Mon Dec 12 16:17:27 CET 2022","13976","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#12 Player can continue with chosen 6 weeks option to 'Take A Break' and confirming modal should display.","#12 Player can continue with chosen 6 weeks option to 'Take A Break' and confirming modal should display.",""
"passed","Mon Dec 12 16:16:15 CET 2022","Mon Dec 12 16:16:25 CET 2022","9335","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#13 User can go to More Info details after click More Info CTA for authenticated user.","#13 User can go to More Info details after click More Info CTA for authenticated user.",""
"failed","Mon Dec 12 16:16:02 CET 2022","Mon Dec 12 16:16:10 CET 2022","7581","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#11 New password must contain a minimum of 8 characters.","#11 New password must contain a minimum of 8 characters.",""
"failed","Mon Dec 12 16:15:17 CET 2022","Mon Dec 12 16:15:38 CET 2022","21256","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#7 Player can choose 6 months option for 'Self Exclusion' and this option should be selected.","#7 Player can choose 6 months option for 'Self Exclusion' and this option should be selected.",""
"passed","Mon Dec 12 16:15:38 CET 2022","Mon Dec 12 16:15:49 CET 2022","11426","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#8 Player can choose 12 months option for 'Self Exclusion' and this option should be selected.","#8 Player can choose 12 months option for 'Self Exclusion' and this option should be selected.",""
"passed","Mon Dec 12 16:19:09 CET 2022","Mon Dec 12 16:19:10 CET 2022","917","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#35 Short terms and conditions of promotion card is displayed for not login user.","#35 Short terms and conditions of promotion card is displayed for not login user.",""
"passed","Mon Dec 12 16:08:36 CET 2022","Mon Dec 12 16:08:41 CET 2022","5095","","Registration > Step 2","","Registration > Step 2","#05 Date of Birth is a mandatory field.","#05 Date of Birth is a mandatory field.",""
"skipped","Mon Dec 12 16:14:41 CET 2022","Mon Dec 12 16:14:41 CET 2022","1","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#4 Bonus History Page is displayed after clicks ""See all Activity"" in Recenty Activity.","#4 Bonus History Page is displayed after clicks ""See all Activity"" in Recenty Activity.",""
"passed","Mon Dec 12 16:08:00 CET 2022","Mon Dec 12 16:08:03 CET 2022","2567","","Registration > Step 1","","Registration > Step 1","#01 User is displayed the correct content and input fields for Step 1.","#01 User is displayed the correct content and input fields for Step 1.",""
"passed","Mon Dec 12 16:16:08 CET 2022","Mon Dec 12 16:16:22 CET 2022","14108","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#8 Player can choose 6 weeks option for 'Take A Break' and this option should be selected.","#8 Player can choose 6 weeks option for 'Take A Break' and this option should be selected.",""
"passed","Mon Dec 12 16:14:55 CET 2022","Mon Dec 12 16:15:03 CET 2022","7359","","Slots page","","Slots page","#14 User logged in and hover the game card and click on CTA ""DEMO"" and go to game page","#14 User logged in and hover the game card and click on CTA ""DEMO"" and go to game page",""
"passed","Mon Dec 12 16:14:23 CET 2022","Mon Dec 12 16:14:26 CET 2022","3118","","Slots page","","Slots page","#8 User hover the game card and click 'Demo' and login modal appears","#8 User hover the game card and click 'Demo' and login modal appears",""
"passed","Mon Dec 12 16:15:45 CET 2022","Mon Dec 12 16:15:47 CET 2022","2677","","Home => Terms & Conditions","","Home => Terms & Conditions","#24 User can see the Limitation of Liability section on terms and conditions page","#24 User can see the Limitation of Liability section on terms and conditions page",""
"passed","Mon Dec 12 16:05:38 CET 2022","Mon Dec 12 16:05:42 CET 2022","4429","","Landing Page/Shop Welcome page","","Landing Page/Shop Welcome page","#9 User can come to the Terms & Conditions page from the Shop Welcome page","#9 User can come to the Terms & Conditions page from the Shop Welcome page",""
"passed","Mon Dec 12 16:14:12 CET 2022","Mon Dec 12 16:14:15 CET 2022","3361","","Homepage","","Homepage","#1 Player can navigate to the registration page via the 'Join'.","#1 Player can navigate to the registration page via the 'Join'.",""
"passed","Mon Dec 12 16:03:57 CET 2022","Mon Dec 12 16:04:03 CET 2022","5621","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#0 User can come to the Privacy Policy page","#0 User can come to the Privacy Policy page",""
"failed","Mon Dec 12 16:15:20 CET 2022","Mon Dec 12 16:15:27 CET 2022","6731","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#7 Player is displayed with the password requirements when they start to enter a new password.","#7 Player is displayed with the password requirements when they start to enter a new password.",""
"failed","Mon Dec 12 16:15:50 CET 2022","Mon Dec 12 16:15:59 CET 2022","9124","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#8 Player can close the Deposit Limits Delete modal","#8 Player can close the Deposit Limits Delete modal",""
"passed","Mon Dec 12 16:07:27 CET 2022","Mon Dec 12 16:07:45 CET 2022","18044","","My Profile > Contact Details","","My Profile > Contact Details","#04 Player can update their telephone number.","#04 Player can update their telephone number.",""
"failed","Mon Dec 12 16:14:25 CET 2022","Mon Dec 12 16:14:42 CET 2022","16974","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#2 Player can close the 'Self Exclusion' modal.","#2 Player can close the 'Self Exclusion' modal.",""
"passed","Mon Dec 12 16:15:36 CET 2022","Mon Dec 12 16:15:39 CET 2022","2780","","Home => Terms & Conditions","","Home => Terms & Conditions","#21 User can see the Responsible Gambling section on terms and conditions page","#21 User can see the Responsible Gambling section on terms and conditions page",""
"passed","Mon Dec 12 16:15:47 CET 2022","Mon Dec 12 16:16:01 CET 2022","13531","","Homepage","","Homepage","#9 Bonus amount is updated correctly in the dropdown details when bonus balance is adjusted","#9 Bonus amount is updated correctly in the dropdown details when bonus balance is adjusted",""
"passed","Mon Dec 12 16:05:11 CET 2022","Mon Dec 12 16:05:13 CET 2022","2750","","Footer functionality testing","","Footer functionality testing","#5 Player can see legal and company information","#5 Player can see legal and company information",""
"failed","Mon Dec 12 16:14:06 CET 2022","Mon Dec 12 16:14:21 CET 2022","15085","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#1 Player can view their deposit limits.","#1 Player can view their deposit limits.",""
"passed","Mon Dec 12 16:10:39 CET 2022","Mon Dec 12 16:10:46 CET 2022","6762","","Registration > Step 4","","Registration > Step 4","#05 User can opt in to receive SMS marketing preferences.","#05 User can opt in to receive SMS marketing preferences.",""
"skipped","Mon Dec 12 16:18:15 CET 2022","Mon Dec 12 16:18:15 CET 2022","1","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#16 Player can press 'CONFIRM' to finish 'Take A Break' a for 24 hours and should be logged out and unable to sign back into their account.","#16 Player can press 'CONFIRM' to finish 'Take A Break' a for 24 hours and should be logged out and unable to sign back into their account.",""
"passed","Mon Dec 12 16:14:24 CET 2022","Mon Dec 12 16:14:43 CET 2022","19086","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#2 Player can close the take a break modal.","#2 Player can close the take a break modal.",""
"passed","Mon Dec 12 16:16:14 CET 2022","Mon Dec 12 16:16:25 CET 2022","11074","","Homepage","","Homepage","#11 User is displayed with the correct cash balance format in the dropdown card when balance exceeds 9999 (five figure balance)","#11 User is displayed with the correct cash balance format in the dropdown card when balance exceeds 9999 (five figure balance)",""
"passed","Mon Dec 12 16:08:38 CET 2022","Mon Dec 12 16:08:52 CET 2022","14028","","Registration > Step 3","","Registration > Step 3","#02 User can navigate back to the previous step.","#02 User can navigate back to the previous step.",""
"passed","Mon Dec 12 16:08:52 CET 2022","Mon Dec 12 16:08:59 CET 2022","6821","","Registration > Step 3","","Registration > Step 3","#03 Player can select the Manual Input button and is displayed the address inputs.","#03 Player can select the Manual Input button and is displayed the address inputs.",""
"passed","Mon Dec 12 16:03:50 CET 2022","Mon Dec 12 16:03:51 CET 2022","1040","","User come to the 'Planned Maintenance' error page","","User come to the 'Planned Maintenance' error page","#1 Content of ""Planned Maintenance"" error page","#1 Content of ""Planned Maintenance"" error page",""
"passed","Mon Dec 12 16:14:10 CET 2022","Mon Dec 12 16:14:12 CET 2022","2311","","Expired Link Error","","Expired Link Error","#3 User can come to the Home page from ""Expired Link"" error page. ","#3 User can come to the Home page from ""Expired Link"" error page. ",""
"passed","Mon Dec 12 16:04:55 CET 2022","Mon Dec 12 16:05:13 CET 2022","17485","","Deep Link -> Deposit Limits","","Deep Link -> Deposit Limits","#1 Deep link to deposit limits opens when logged in","#1 Deep link to deposit limits opens when logged in",""
"passed","Mon Dec 12 16:10:32 CET 2022","Mon Dec 12 16:10:39 CET 2022","6730","","Registration > Step 4","","Registration > Step 4","#04 User can opt in to receive Email marketing preferences.","#04 User can opt in to receive Email marketing preferences.",""
"passed","Mon Dec 12 16:04:25 CET 2022","Mon Dec 12 16:04:28 CET 2022","2846","","Live Casino","","Live Casino","#03 All available game cards are displayed.","#03 All available game cards are displayed.",""
"skipped","Mon Dec 12 16:08:20 CET 2022","Mon Dec 12 16:08:20 CET 2022","0","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#11 User can successfully set their Loss Limit to the minimum allowed value and will receive a success toast on submitting the new amount. ","#11 User can successfully set their Loss Limit to the minimum allowed value and will receive a success toast on submitting the new amount. ",""
"failed","Mon Dec 12 16:14:53 CET 2022","Mon Dec 12 16:15:07 CET 2022","14848","","Homepage","","Homepage","#5 The details balance card is dismissed when the user clicks outside the modal","#5 The details balance card is dismissed when the user clicks outside the modal",""
"failed","Mon Dec 12 16:15:21 CET 2022","Mon Dec 12 16:15:37 CET 2022","16359","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#6 Player can close the Deposit Limits Edit modal","#6 Player can close the Deposit Limits Edit modal",""
"passed","Mon Dec 12 16:10:24 CET 2022","Mon Dec 12 16:10:32 CET 2022","7531","","Registration > Step 3","","Registration > Step 3","#13 Phone Number is a mandatory field.","#13 Phone Number is a mandatory field.",""
"passed","Mon Dec 12 16:04:13 CET 2022","Mon Dec 12 16:04:26 CET 2022","12915","","Logout","","Logout","#01 Player can successfully logout.","#01 Player can successfully logout.",""
"skipped","Mon Dec 12 16:08:20 CET 2022","Mon Dec 12 16:08:20 CET 2022","0","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#12 User can successfully change their Loss Limit with a decimal value and receive a success toast on submitting the new amount. ","#12 User can successfully change their Loss Limit with a decimal value and receive a success toast on submitting the new amount. ",""
"passed","Mon Dec 12 16:19:18 CET 2022","Mon Dec 12 16:19:22 CET 2022","3757","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#43 User can go to More Info details after click More Info CTA.","#43 User can go to More Info details after click More Info CTA.",""
"passed","Mon Dec 12 16:04:49 CET 2022","Mon Dec 12 16:05:02 CET 2022","12775","","Live Casino","","Live Casino","#12 Card is displayed, user hover a mouse on that card, the secondary CTA is INFO, user clicks/taps on CTA INFO, user go to info page of the game, user click on CTA JOIN then join modal appears.","#12 Card is displayed, user hover a mouse on that card, the secondary CTA is INFO, user clicks/taps on CTA INFO, user go to info page of the game, user click on CTA JOIN then join modal appears.",""
"passed","Mon Dec 12 16:15:07 CET 2022","Mon Dec 12 16:15:20 CET 2022","12838","","Homepage","","Homepage","#6 The details balance card is dismissed when the user clicks and drags the footer","#6 The details balance card is dismissed when the user clicks and drags the footer",""
"passed","Mon Dec 12 16:14:11 CET 2022","Mon Dec 12 16:14:18 CET 2022","6463","","Home => Terms & Conditions","","Home => Terms & Conditions","#2 User can come to the privacy policy page from terms and conditions page","#2 User can come to the privacy policy page from terms and conditions page",""
"failed","Mon Dec 12 16:16:37 CET 2022","Mon Dec 12 16:16:52 CET 2022","14975","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#10 Player can continue with chosen 1 week option to 'Take A Break' and confirming modal should display.","#10 Player can continue with chosen 1 week option to 'Take A Break' and confirming modal should display.",""
"passed","Mon Dec 12 16:05:04 CET 2022","Mon Dec 12 16:05:14 CET 2022","9430","","Log In","","Log In","#06 Player cannot login when entering an incorrect email address.","#06 Player cannot login when entering an incorrect email address.",""
"passed","Mon Dec 12 16:07:43 CET 2022","Mon Dec 12 16:07:58 CET 2022","14375","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#3 Player can edit their preferences and exit using the Cancel CTA within the modal discarding changes","#3 Player can edit their preferences and exit using the Cancel CTA within the modal discarding changes",""
"passed","Mon Dec 12 16:06:47 CET 2022","Mon Dec 12 16:07:02 CET 2022","15087","","My Account -> Deposit","","My Account -> Deposit","#3 Check user is able to fill in details of required fields for card deposits","#3 Check user is able to fill in details of required fields for card deposits",""
"passed","Mon Dec 12 16:16:35 CET 2022","Mon Dec 12 16:16:47 CET 2022","12041","","Homepage","","Homepage","#13 Balance details still correctly display balance of £0.00 if user has no cash balance","#13 Balance details still correctly display balance of £0.00 if user has no cash balance",""
"passed","Mon Dec 12 16:04:35 CET 2022","Mon Dec 12 16:04:47 CET 2022","12350","","Inbox functionality testing","","Inbox functionality testing","#2 Unread message count increases when player receives a new message (requires page refresh)","#2 Unread message count increases when player receives a new message (requires page refresh)",""
"passed","Mon Dec 12 16:04:47 CET 2022","Mon Dec 12 16:05:04 CET 2022","16347","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#4 User can come to the ICO(Information Commissioner's office) page from Privacy Policy page","#4 User can come to the ICO(Information Commissioner's office) page from Privacy Policy page",""
"passed","Mon Dec 12 16:14:12 CET 2022","Mon Dec 12 16:14:16 CET 2022","4030","","Slots page","","Slots page","#5 User can see on hero banner carousel primary button CTA, can click on it and see game info page","#5 User can see on hero banner carousel primary button CTA, can click on it and see game info page",""
"passed","Mon Dec 12 16:15:50 CET 2022","Mon Dec 12 16:15:52 CET 2022","2689","","Home => Terms & Conditions","","Home => Terms & Conditions","#26 User can see the Miscellaneous section on terms and conditions page","#26 User can see the Miscellaneous section on terms and conditions page",""
"passed","Mon Dec 12 16:14:04 CET 2022","Mon Dec 12 16:14:07 CET 2022","3835","","Slots page","","Slots page","#3 User can see static hero banner carousel and can click on it and see game info page","#3 User can see static hero banner carousel and can click on it and see game info page",""
"passed","Mon Dec 12 16:14:06 CET 2022","Mon Dec 12 16:14:08 CET 2022","2107","","Expired Link Error","","Expired Link Error","#1 Expired Link Error page is displayed","#1 Expired Link Error page is displayed",""
"passed","Mon Dec 12 16:14:28 CET 2022","Mon Dec 12 16:14:44 CET 2022","15726","","UnsubscribePage","","UnsubscribePage","#3 User can click on ‘Unsubscribe’ button and successfully unsubscribe window will be displayed with the correct content","#3 User can click on ‘Unsubscribe’ button and successfully unsubscribe window will be displayed with the correct content",""
"passed","Mon Dec 12 16:04:46 CET 2022","Mon Dec 12 16:04:56 CET 2022","10195","","Log In","","Log In","#04 Player cannot submit blank details on the Login Form.","#04 Player cannot submit blank details on the Login Form.",""
"passed","Mon Dec 12 16:14:26 CET 2022","Mon Dec 12 16:14:34 CET 2022","7998","","Slots page","","Slots page","#9 User hover the game card and click on CTA 'INFO' and go to info page, click on JOIN and see register page","#9 User hover the game card and click on CTA 'INFO' and go to info page, click on JOIN and see register page",""
"passed","Mon Dec 12 16:15:09 CET 2022","Mon Dec 12 16:15:13 CET 2022","4375","","Home => Terms & Conditions","","Home => Terms & Conditions","#12 User can see the Changes to the Terms section on terms and conditions page","#12 User can see the Changes to the Terms section on terms and conditions page",""
"skipped","Mon Dec 12 16:15:03 CET 2022","Mon Dec 12 16:15:03 CET 2022","1","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#4 Player cannot continue with 'Self Exclusion' if a reason is not selected.","#4 Player cannot continue with 'Self Exclusion' if a reason is not selected.",""
"passed","Mon Dec 12 16:08:12 CET 2022","Mon Dec 12 16:08:17 CET 2022","5078","","Registration > Step 1","","Registration > Step 1","#03 User is prompted with the 'Account already exists' drawer if they enter an email address that already exists.","#03 User is prompted with the 'Account already exists' drawer if they enter an email address that already exists.",""
"passed","Mon Dec 12 16:10:24 CET 2022","Mon Dec 12 16:10:32 CET 2022","7915","","Registration > Step 4","","Registration > Step 4","#03 User can opt in to receive All marketing preferences.","#03 User can opt in to receive All marketing preferences.",""
"passed","Mon Dec 12 16:10:38 CET 2022","Mon Dec 12 16:10:45 CET 2022","6137","","Registration > Step 3","","Registration > Step 3","#15 User cannot enter spaces into Phone Number field.","#15 User cannot enter spaces into Phone Number field.",""
"passed","Mon Dec 12 16:03:51 CET 2022","Mon Dec 12 16:03:53 CET 2022","2069","","Service unavailable","","Service unavailable","#1 The user is on the Location Error page","#1 The user is on the Location Error page",""
"passed","Mon Dec 12 16:09:04 CET 2022","Mon Dec 12 16:09:09 CET 2022","5109","","Registration > Step 2","","Registration > Step 2","13 User is required to be 18 or over.","13 User is required to be 18 or over.",""
"failed","Mon Dec 12 16:16:36 CET 2022","Mon Dec 12 16:16:44 CET 2022","7840","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#13 Player can open the Deposit Limits Delete modal on delete icon click and click on edit icon in the input field.","#13 Player can open the Deposit Limits Delete modal on delete icon click and click on edit icon in the input field.",""
"passed","Mon Dec 12 16:19:22 CET 2022","Mon Dec 12 16:19:26 CET 2022","4027","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#44 User can see list of promotions after click Back button from more info details.","#44 User can see list of promotions after click Back button from more info details.",""
"failed","Mon Dec 12 16:16:10 CET 2022","Mon Dec 12 16:16:15 CET 2022","5510","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#12 New password must not contain email address.","#12 New password must not contain email address.",""
"passed","Mon Dec 12 16:05:52 CET 2022","Mon Dec 12 16:06:16 CET 2022","24542","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#1 Player can select to edit their 'Time Limit' and is displayed the Play Reminders modal.","#1 Player can select to edit their 'Time Limit' and is displayed the Play Reminders modal.",""
"failed","Mon Dec 12 16:17:42 CET 2022","Mon Dec 12 16:17:58 CET 2022","16061","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#14 Player can press 'BACK' for confirmating modal after chosen for 24 hours 'Take A Break' and should return to previous step.","#14 Player can press 'BACK' for confirmating modal after chosen for 24 hours 'Take A Break' and should return to previous step.",""
"passed","Mon Dec 12 16:05:04 CET 2022","Mon Dec 12 16:05:41 CET 2022","37339","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#5 When the user clicks to link Privacy Policy user should watches the nex chapters.","#5 When the user clicks to link Privacy Policy user should watches the nex chapters.",""
"passed","Mon Dec 12 16:08:41 CET 2022","Mon Dec 12 16:08:46 CET 2022","4291","","Registration > Step 2","","Registration > Step 2","#06 User cannot enter less that 2 characters into step 2 name input fields.","#06 User cannot enter less that 2 characters into step 2 name input fields.",""
"passed","Mon Dec 12 16:14:12 CET 2022","Mon Dec 12 16:14:25 CET 2022","13047","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#2 All active promotions cards are displayed.","#2 All active promotions cards are displayed.",""
"passed","Mon Dec 12 16:05:23 CET 2022","Mon Dec 12 16:05:36 CET 2022","13239","","Inbox functionality testing","","Inbox functionality testing","#6 Player can open message and display the message contents (heading, date/time & body)","#6 Player can open message and display the message contents (heading, date/time & body)",""
"passed","Mon Dec 12 16:19:08 CET 2022","Mon Dec 12 16:19:09 CET 2022","967","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#34 Relevant CTAs of promotion card are displayed for not login user.","#34 Relevant CTAs of promotion card are displayed for not login user.",""
"passed","Mon Dec 12 16:14:18 CET 2022","Mon Dec 12 16:14:21 CET 2022","2851","","Expired Link Error","","Expired Link Error","#7 User can click on x button and close reset password window. ","#7 User can click on x button and close reset password window. ",""
"passed","Mon Dec 12 16:09:05 CET 2022","Mon Dec 12 16:09:23 CET 2022","17588","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#8 Player can edit their preferences and select just the Phone toggle, which upon saving updates the account area accordingly","#8 Player can edit their preferences and select just the Phone toggle, which upon saving updates the account area accordingly",""
"passed","Mon Dec 12 16:16:20 CET 2022","Mon Dec 12 16:16:30 CET 2022","10225","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#11 Player can choose 5 years option for 'Self Exclusion' and this option should be selected.","#11 Player can choose 5 years option for 'Self Exclusion' and this option should be selected.",""
"passed","Mon Dec 12 16:07:33 CET 2022","Mon Dec 12 16:07:50 CET 2022","16814","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#8 User can successfully set a daily loss limit if not already set ","#8 User can successfully set a daily loss limit if not already set ",""
"passed","Mon Dec 12 16:07:45 CET 2022","Mon Dec 12 16:08:02 CET 2022","16614","","My Profile > Contact Details","","My Profile > Contact Details","#05 Player try to update invalid phone number.","#05 Player try to update invalid phone number.",""
"passed","Mon Dec 12 16:14:51 CET 2022","Mon Dec 12 16:14:58 CET 2022","7292","","Home => Terms & Conditions","","Home => Terms & Conditions","#8 User can come to the eCOGRA page from terms and conditions page","#8 User can come to the eCOGRA page from terms and conditions page",""
"passed","Mon Dec 12 16:08:33 CET 2022","Mon Dec 12 16:08:36 CET 2022","3816","","Registration > Step 2","","Registration > Step 2","#04 Last Name is a mandatory field.","#04 Last Name is a mandatory field.",""
"passed","Mon Dec 12 16:05:06 CET 2022","Mon Dec 12 16:05:22 CET 2022","16204","","Deep Link -> Loss Limits","","Deep Link -> Loss Limits","#1 Deep link to loss limits opens when logged in","#1 Deep link to loss limits opens when logged in",""
"passed","Mon Dec 12 16:15:39 CET 2022","Mon Dec 12 16:15:51 CET 2022","11773","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#9 New password must contain a combination of upper and lower case letters (all upper case).","#9 New password must contain a combination of upper and lower case letters (all upper case).",""
"passed","Mon Dec 12 16:06:30 CET 2022","Mon Dec 12 16:06:47 CET 2022","16858","","My Account -> Deposit","","My Account -> Deposit","#2 Check user is able to exit out of the deposit modal using the x button","#2 Check user is able to exit out of the deposit modal using the x button",""
"failed","Mon Dec 12 16:19:28 CET 2022","Mon Dec 12 16:19:29 CET 2022","1134","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#47 User clicks button DEPOSIT for already DEPOSITED bonus, successfully login and can see drawer ""This promotion is unavailable"".","#47 User clicks button DEPOSIT for already DEPOSITED bonus, successfully login and can see drawer ""This promotion is unavailable"".",""
"passed","Mon Dec 12 16:07:06 CET 2022","Mon Dec 12 16:07:18 CET 2022","11722","","Inbox functionality testing","","Inbox functionality testing","#12 Player with less than 15 messages should not be able to view more","#12 Player with less than 15 messages should not be able to view more",""
"passed","Mon Dec 12 16:15:47 CET 2022","Mon Dec 12 16:15:50 CET 2022","2324","","Home => Terms & Conditions","","Home => Terms & Conditions","#25 User can see the Complaints and disputes section on terms and conditions page","#25 User can see the Complaints and disputes section on terms and conditions page",""
