"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 01 13:55:06 CET 2022","Tue Nov 01 13:56:09 CET 2022","62632","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#16 Player can successfully update and sign in with their new password.","#16 Player can successfully update and sign in with their new password.",""
"passed","Tue Nov 01 13:34:53 CET 2022","Tue Nov 01 13:35:10 CET 2022","17052","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#3 Player can cancel out of the 'Time Limit' modal.","#3 Player can cancel out of the 'Time Limit' modal.",""
"passed","Tue Nov 01 13:58:16 CET 2022","Tue Nov 01 13:58:37 CET 2022","21024","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#3 Player can close the Deposit Limits modal.","#3 Player can close the Deposit Limits modal.",""
"passed","Tue Nov 01 13:43:07 CET 2022","Tue Nov 01 13:43:13 CET 2022","6209","","Registration > Step 2","","Registration > Step 2","#14 User cannot enter invalid characters into the date of birth field.","#14 User cannot enter invalid characters into the date of birth field.",""
"passed","Tue Nov 01 14:07:48 CET 2022","Tue Nov 01 14:07:49 CET 2022","1586","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#30 Promo image of promotion card is displayed for not login user.","#30 Promo image of promotion card is displayed for not login user.",""
"passed","Tue Nov 01 14:04:57 CET 2022","Tue Nov 01 14:05:06 CET 2022","9961","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#13 User can go to More Info details after click More Info CTA for authenticated user.","#13 User can go to More Info details after click More Info CTA for authenticated user.",""
"passed","Tue Nov 01 13:56:47 CET 2022","Tue Nov 01 13:56:56 CET 2022","9589","","Home => Terms & Conditions","","Home => Terms & Conditions","#6 User can come to the GamCare page from terms and conditions page","#6 User can come to the GamCare page from terms and conditions page",""
"failed","Tue Nov 01 13:59:22 CET 2022","Tue Nov 01 13:59:39 CET 2022","16306","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#7 User can open the Loss Limits Delete modal on edit icon click and click on edit icon in the input field ","#7 User can open the Loss Limits Delete modal on edit icon click and click on edit icon in the input field ",""
"failed","Tue Nov 01 13:56:54 CET 2022","Tue Nov 01 13:57:06 CET 2022","11653","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#2 User can come to the Merkur Slots page from Privacy Policy page","#2 User can come to the Merkur Slots page from Privacy Policy page",""
"passed","Tue Nov 01 13:44:25 CET 2022","Tue Nov 01 13:44:30 CET 2022","4090","","Slots page","","Slots page","#13 User click on category and go to category page","#13 User click on category and go to category page",""
"failed","Tue Nov 01 13:54:03 CET 2022","Tue Nov 01 13:55:06 CET 2022","62719","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#15 Player should be able to show/hide their inputs into the password fields.","#15 Player should be able to show/hide their inputs into the password fields.",""
"passed","Tue Nov 01 13:41:15 CET 2022","Tue Nov 01 13:41:22 CET 2022","6682","","Registration > Step 1","","Registration > Step 1","#02 Email Address is a mandatory field.","#02 Email Address is a mandatory field.",""
"skipped","Tue Nov 01 14:01:20 CET 2022","Tue Nov 01 14:01:20 CET 2022","40","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#11 User can successfully set their Loss Limit to the minimum allowed value and will receive a success toast on submitting the new amount. ","#11 User can successfully set their Loss Limit to the minimum allowed value and will receive a success toast on submitting the new amount. ",""
"passed","Tue Nov 01 13:31:11 CET 2022","Tue Nov 01 13:31:21 CET 2022","10641","","Inbox functionality testing","","Inbox functionality testing","#5 Player can open message, removing the new badge from a message and decreasing the unread message count badge","#5 Player can open message, removing the new badge from a message and decreasing the unread message count badge",""
"failed","Tue Nov 01 14:02:15 CET 2022","Tue Nov 01 14:02:32 CET 2022","17496","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#16 User can only enter numeric digits into the set Loss Limit field. ","#16 User can only enter numeric digits into the set Loss Limit field. ",""
"passed","Tue Nov 01 13:41:25 CET 2022","Tue Nov 01 13:41:38 CET 2022","13336","","Recover Password","","Recover Password","#06 Recover Password button displays 'Re-Send Email' text after a successful first attempt.","#06 Recover Password button displays 'Re-Send Email' text after a successful first attempt.",""
"passed","Tue Nov 01 13:43:00 CET 2022","Tue Nov 01 13:43:07 CET 2022","6267","","Registration > Step 2","","Registration > Step 2","13 User is required to be 18 or over.","13 User is required to be 18 or over.",""
"failed","Tue Nov 01 13:57:39 CET 2022","Tue Nov 01 13:58:00 CET 2022","21140","","404 error page functionality testing.","","404 error page functionality testing.","#7 Player can click ""Deposit"" button and open Deposit window.","#7 Player can click ""Deposit"" button and open Deposit window.",""
"passed","Tue Nov 01 13:43:38 CET 2022","Tue Nov 01 13:43:43 CET 2022","4824","","Slots page","","Slots page","#4 User can see game carousel and can scroll it","#4 User can see game carousel and can scroll it",""
"passed","Tue Nov 01 13:44:46 CET 2022","Tue Nov 01 13:45:03 CET 2022","16743","","Registration > Step 4","","Registration > Step 4","#11 User can click and view the Privacy Policy.","#11 User can click and view the Privacy Policy.",""
"failed","Tue Nov 01 13:56:42 CET 2022","Tue Nov 01 13:56:47 CET 2022","4740","","Home => Terms & Conditions","","Home => Terms & Conditions","#5 User can come to the Gamble Aware page from terms and conditions page","#5 User can come to the Gamble Aware page from terms and conditions page",""
"passed","Tue Nov 01 13:43:19 CET 2022","Tue Nov 01 13:43:29 CET 2022","10718","","Registration > Step 4","","Registration > Step 4","#01 User is displayed the correct content and defaut options for Step 4.","#01 User is displayed the correct content and defaut options for Step 4.",""
"passed","Tue Nov 01 14:02:32 CET 2022","Tue Nov 01 14:02:47 CET 2022","15055","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#17 User can open 'How loss limits work' modal. ","#17 User can open 'How loss limits work' modal. ",""
"passed","Tue Nov 01 14:04:15 CET 2022","Tue Nov 01 14:04:23 CET 2022","8539","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#9 Featured promotions are excluded from the promotions section.","#9 Featured promotions are excluded from the promotions section.",""
"failed","Tue Nov 01 13:56:35 CET 2022","Tue Nov 01 13:56:44 CET 2022","8991","","Home page => Responsible Gambling page","","Home page => Responsible Gambling page","#2 User can come to the ""Help for problem gambling"" page from Responsible Gambling page","#2 User can come to the ""Help for problem gambling"" page from Responsible Gambling page",""
"passed","Tue Nov 01 13:56:16 CET 2022","Tue Nov 01 13:56:18 CET 2022","2146","","404 error page functionality testing.","","404 error page functionality testing.","#1 404 error page is displayed.","#1 404 error page is displayed.",""
"passed","Tue Nov 01 14:04:46 CET 2022","Tue Nov 01 14:04:57 CET 2022","10757","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#12 All main sections for card are displayed for CLAIM bonus.","#12 All main sections for card are displayed for CLAIM bonus.",""
"passed","Tue Nov 01 14:08:00 CET 2022","Tue Nov 01 14:08:02 CET 2022","2137","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#37 All main sections for card are displayed for DEPOSIT bonus for unauthenticated user.","#37 All main sections for card are displayed for DEPOSIT bonus for unauthenticated user.",""
"failed","Tue Nov 01 13:58:49 CET 2022","Tue Nov 01 13:58:59 CET 2022","9729","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#12 The user can use to contact for DPO regarding any data protection issue dpo@merkurslots.com email","#12 The user can use to contact for DPO regarding any data protection issue dpo@merkurslots.com email",""
"passed","Tue Nov 01 13:57:32 CET 2022","Tue Nov 01 13:57:38 CET 2022","5380","","Home => Terms & Conditions","","Home => Terms & Conditions","#14 User can see the Your Account section on terms and conditions page","#14 User can see the Your Account section on terms and conditions page",""
"failed","Tue Nov 01 13:58:28 CET 2022","Tue Nov 01 13:58:41 CET 2022","13159","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#10 After clicking on the link from 'Contact and DPO', the user should see the page  https://www.eyasgaming.com/.","#10 After clicking on the link from 'Contact and DPO', the user should see the page  https://www.eyasgaming.com/.",""
"passed","Tue Nov 01 13:59:13 CET 2022","Tue Nov 01 13:59:35 CET 2022","21908","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#2 Player can close the take a break modal.","#2 Player can close the take a break modal.",""
"passed","Tue Nov 01 13:32:28 CET 2022","Tue Nov 01 13:32:42 CET 2022","13946","","Deep Link -> Change Password","","Deep Link -> Change Password","#1 Deep link to change password opens when logged in","#1 Deep link to change password opens when logged in",""
"passed","Tue Nov 01 13:32:56 CET 2022","Tue Nov 01 13:33:02 CET 2022","6018","","Log In","","Log In","#13 Player should be able to show/hide their input into the Password field.","#13 Player should be able to show/hide their input into the Password field.",""
"failed","Tue Nov 01 13:57:28 CET 2022","Tue Nov 01 13:57:32 CET 2022","4711","","Home => Terms & Conditions","","Home => Terms & Conditions","#13 User can see the Other Important Terms section on terms and conditions page","#13 User can see the Other Important Terms section on terms and conditions page",""
"failed","Tue Nov 01 14:04:36 CET 2022","Tue Nov 01 14:05:02 CET 2022","25830","","UnsubscribePage","","UnsubscribePage","#4 User can check ‘Other’ radio button and the text input will be displayed","#4 User can check ‘Other’ radio button and the text input will be displayed",""
"passed","Tue Nov 01 13:57:31 CET 2022","Tue Nov 01 13:57:33 CET 2022","1735","","404 error page functionality testing.","","404 error page functionality testing.","#5 Player can click ""Join"" button and after that it will redirect to Register page.","#5 Player can click ""Join"" button and after that it will redirect to Register page.",""
"passed","Tue Nov 01 13:42:53 CET 2022","Tue Nov 01 13:43:04 CET 2022","11602","","Registration > Step 3","","Registration > Step 3","#01 User is displayed the correct content and input fields for Step 3.","#01 User is displayed the correct content and input fields for Step 3.",""
"skipped","Tue Nov 01 13:59:14 CET 2022","Tue Nov 01 13:59:14 CET 2022","11","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#4 Player cannot continue with 'Self Exclusion' if a reason is not selected.","#4 Player cannot continue with 'Self Exclusion' if a reason is not selected.",""
"passed","Tue Nov 01 13:42:25 CET 2022","Tue Nov 01 13:42:31 CET 2022","6299","","Registration > Step 1","","Registration > Step 1","#23 User cannot continue to next step if their password does not meet the minimum password requirements.","#23 User cannot continue to next step if their password does not meet the minimum password requirements.",""
"passed","Tue Nov 01 13:32:29 CET 2022","Tue Nov 01 13:32:39 CET 2022","9643","","Log In","","Log In","#06 Player cannot login when entering an incorrect email address.","#06 Player cannot login when entering an incorrect email address.",""
"passed","Tue Nov 01 13:30:16 CET 2022","Tue Nov 01 13:30:19 CET 2022","3806","","Service unavailable","","Service unavailable","#0 User come to the Error 500 page, when service is unavailable","#0 User come to the Error 500 page, when service is unavailable",""
"passed","Tue Nov 01 13:57:11 CET 2022","Tue Nov 01 13:57:23 CET 2022","12167","","Deep Link -> Deposit Limits","","Deep Link -> Deposit Limits","#1 Deep link to deposit limits opens when logged in","#1 Deep link to deposit limits opens when logged in",""
"failed","Tue Nov 01 14:04:09 CET 2022","Tue Nov 01 14:04:35 CET 2022","25535","","Spin Zone functionality testing","","Spin Zone functionality testing","#3 Player can close Game menu","#3 Player can close Game menu",""
"passed","Tue Nov 01 13:57:42 CET 2022","Tue Nov 01 13:57:46 CET 2022","4316","","Home => Terms & Conditions","","Home => Terms & Conditions","#16 User can see the Playing for Real Money section on terms and conditions page","#16 User can see the Playing for Real Money section on terms and conditions page",""
"passed","Tue Nov 01 13:43:58 CET 2022","Tue Nov 01 13:44:03 CET 2022","5104","","Slots page","","Slots page","#8 User hover the game card and click 'Demo' and login modal appears","#8 User hover the game card and click 'Demo' and login modal appears",""
"passed","Tue Nov 01 13:42:24 CET 2022","Tue Nov 01 13:42:33 CET 2022","8926","","Registration > Step 2","","Registration > Step 2","#06 User cannot enter less that 2 characters into step 2 name input fields.","#06 User cannot enter less that 2 characters into step 2 name input fields.",""
"passed","Tue Nov 01 14:08:09 CET 2022","Tue Nov 01 14:08:11 CET 2022","2289","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#41 Login form appears after press DEPOSIT CTA for DEPOSIT bonus of unauthenticated user.","#41 Login form appears after press DEPOSIT CTA for DEPOSIT bonus of unauthenticated user.",""
"failed","Tue Nov 01 14:01:34 CET 2022","Tue Nov 01 14:01:45 CET 2022","11026","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#14 Player can continue with chosen 18 months option to 'Self Exclusion' and confirming modal should display.","#14 Player can continue with chosen 18 months option to 'Self Exclusion' and confirming modal should display.",""
"passed","Tue Nov 01 13:40:26 CET 2022","Tue Nov 01 13:40:44 CET 2022","17566","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#4 Player can edit their preferences and toggle all preferences with the select all toggle, which upon saving updates the account area","#4 Player can edit their preferences and toggle all preferences with the select all toggle, which upon saving updates the account area",""
"passed","Tue Nov 01 14:08:02 CET 2022","Tue Nov 01 14:08:05 CET 2022","2328","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#38 All main sections for card are displayed for CLAIM bonus for unauthenticated user.","#38 All main sections for card are displayed for CLAIM bonus for unauthenticated user.",""
"skipped","Tue Nov 01 14:01:36 CET 2022","Tue Nov 01 14:01:36 CET 2022","0","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#17 Player cannot set Deposit Limit higher than the maximum amount.","#17 Player cannot set Deposit Limit higher than the maximum amount.",""
"passed","Tue Nov 01 13:40:11 CET 2022","Tue Nov 01 13:40:26 CET 2022","15427","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#3 Player can edit their preferences and exit using the Cancel CTA within the modal discarding changes","#3 Player can edit their preferences and exit using the Cancel CTA within the modal discarding changes",""
"passed","Tue Nov 01 13:30:56 CET 2022","Tue Nov 01 13:31:03 CET 2022","6814","","Inbox functionality testing","","Inbox functionality testing","#3 New messages are marked with a NEW message sticker","#3 New messages are marked with a NEW message sticker",""
"passed","Tue Nov 01 13:32:39 CET 2022","Tue Nov 01 13:32:49 CET 2022","10497","","Log In","","Log In","#07 Player cannot login when entering an incorrect password.","#07 Player cannot login when entering an incorrect password.",""
"failed","Tue Nov 01 14:01:45 CET 2022","Tue Nov 01 14:02:05 CET 2022","19364","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#15 Player can continue with chosen 2 years option to 'Self Exclusion' and confirming modal should display.","#15 Player can continue with chosen 2 years option to 'Self Exclusion' and confirming modal should display.",""
"failed","Tue Nov 01 13:58:09 CET 2022","Tue Nov 01 13:58:19 CET 2022","9036","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#7 After clicking on the first link from 'What personal data do we collect? -> Players', the user should see the page  https://www.merkurslots.com/.","#7 After clicking on the first link from 'What personal data do we collect? -> Players', the user should see the page  https://www.merkurslots.com/.",""
"failed","Tue Nov 01 13:58:06 CET 2022","Tue Nov 01 13:58:11 CET 2022","4633","","Home => Terms & Conditions","","Home => Terms & Conditions","#21 User can see the Responsible Gambling section on terms and conditions page","#21 User can see the Responsible Gambling section on terms and conditions page",""
"passed","Tue Nov 01 14:07:58 CET 2022","Tue Nov 01 14:08:00 CET 2022","2571","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#36 All main sections for card are displayed for OPT IN bonus for unauthenticated user.","#36 All main sections for card are displayed for OPT IN bonus for unauthenticated user.",""
"failed","Tue Nov 01 14:01:29 CET 2022","Tue Nov 01 14:02:34 CET 2022","65425","","Homepage","","Homepage","#4 The details balance card is dismissed when the user clicks it","#4 The details balance card is dismissed when the user clicks it",""
"passed","Tue Nov 01 13:41:48 CET 2022","Tue Nov 01 13:42:06 CET 2022","17517","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#9 Player can unselect all preferences using the select all toggle (select all toggle already active), which upon saving updates the account area accordingly","#9 Player can unselect all preferences using the select all toggle (select all toggle already active), which upon saving updates the account area accordingly",""
"passed","Tue Nov 01 13:30:19 CET 2022","Tue Nov 01 13:30:21 CET 2022","1415","","Service unavailable","","Service unavailable","#1 The user is on the Location Error page","#1 The user is on the Location Error page",""
"failed","Tue Nov 01 13:42:21 CET 2022","Tue Nov 01 13:43:25 CET 2022","64206","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#4 New Password is a mandatory field.","#4 New Password is a mandatory field.",""
"passed","Tue Nov 01 13:56:22 CET 2022","Tue Nov 01 13:56:26 CET 2022","4008","","Footer functionality testing","","Footer functionality testing","#3 Player can see partners logos","#3 Player can see partners logos",""
"failed","Tue Nov 01 14:01:13 CET 2022","Tue Nov 01 14:01:25 CET 2022","12423","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#13 Player can open the Deposit Limits Delete modal on delete icon click and click on edit icon in the input field.","#13 Player can open the Deposit Limits Delete modal on delete icon click and click on edit icon in the input field.",""
"passed","Tue Nov 01 13:30:15 CET 2022","Tue Nov 01 13:30:19 CET 2022","3735","","Service unavailable","","Service unavailable","#0 User come to the Location Error page, when service is unavailable","#0 User come to the Location Error page, when service is unavailable",""
"failed","Tue Nov 01 14:02:28 CET 2022","Tue Nov 01 14:02:49 CET 2022","20807","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#17 Player can press 'BACK' for confirmating modal after chosen for 6 months 'Self Exclusion' and should return to previous step.","#17 Player can press 'BACK' for confirmating modal after chosen for 6 months 'Self Exclusion' and should return to previous step.",""
"passed","Tue Nov 01 13:42:08 CET 2022","Tue Nov 01 13:42:13 CET 2022","5594","","Registration > Step 1","","Registration > Step 1","#11 User can successfully enter email address with a combination of valid symbols, numbers and letters.","#11 User can successfully enter email address with a combination of valid symbols, numbers and letters.",""
"failed","Tue Nov 01 13:57:06 CET 2022","Tue Nov 01 13:57:15 CET 2022","9739","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#3 User can come to the Merkur Casino page from Privacy Policy page","#3 User can come to the Merkur Casino page from Privacy Policy page",""
"passed","Tue Nov 01 14:05:29 CET 2022","Tue Nov 01 14:05:41 CET 2022","11209","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#16 User can opt in bonus and get confirmation modal with all sections.","#16 User can opt in bonus and get confirmation modal with all sections.",""
"failed","Tue Nov 01 14:00:41 CET 2022","Tue Nov 01 14:00:57 CET 2022","16247","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#11 Player can choose 5 years option for 'Self Exclusion' and this option should be selected.","#11 Player can choose 5 years option for 'Self Exclusion' and this option should be selected.",""
"passed","Tue Nov 01 13:45:53 CET 2022","Tue Nov 01 13:46:04 CET 2022","11741","","Registration > Step 4","","Registration > Step 4","#04 User can opt in to receive Email marketing preferences.","#04 User can opt in to receive Email marketing preferences.",""
"failed","Tue Nov 01 13:58:08 CET 2022","Tue Nov 01 13:58:25 CET 2022","17322","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#1 Player can select the 'Self Exclusion' menu item and is displayed the Self Exclusion modal.","#1 Player can select the 'Self Exclusion' menu item and is displayed the Self Exclusion modal.",""
"failed","Tue Nov 01 14:01:51 CET 2022","Tue Nov 01 14:02:11 CET 2022","19594","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#10 Player can continue with chosen 1 week option to 'Take A Break' and confirming modal should display.","#10 Player can continue with chosen 1 week option to 'Take A Break' and confirming modal should display.",""
"passed","Tue Nov 01 13:39:37 CET 2022","Tue Nov 01 13:39:51 CET 2022","14671","","My Profile > Contact Details","","My Profile > Contact Details","#05 Player try to update invalid phone number.","#05 Player try to update invalid phone number.",""
"passed","Tue Nov 01 13:31:54 CET 2022","Tue Nov 01 13:32:03 CET 2022","9292","","Log In","","Log In","#02 Email Address is a mandatory field.","#02 Email Address is a mandatory field.",""
"passed","Tue Nov 01 14:01:49 CET 2022","Tue Nov 01 14:02:05 CET 2022","16365","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#19 Player can open 'History' modal.","#19 Player can open 'History' modal.",""
"passed","Tue Nov 01 14:08:14 CET 2022","Tue Nov 01 14:08:17 CET 2022","3737","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#43 User can go to More Info details after click More Info CTA.","#43 User can go to More Info details after click More Info CTA.",""
"passed","Tue Nov 01 14:08:44 CET 2022","Tue Nov 01 14:08:48 CET 2022","4301","","Promotions functionality testing. Bonus details testing.","","Promotions functionality testing. Bonus details testing.","#49 Bonus balance category is displayed for logged in user.","#49 Bonus balance category is displayed for logged in user.",""
"passed","Tue Nov 01 14:07:46 CET 2022","Tue Nov 01 14:07:48 CET 2022","2160","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#29 Promotions are displayed in correct order for unauthenticated user","#29 Promotions are displayed in correct order for unauthenticated user",""
"passed","Tue Nov 01 13:44:42 CET 2022","Tue Nov 01 13:44:54 CET 2022","12368","","Registration > Step 3","","Registration > Step 3","#11 User cannot enter invalid characters into the Post Code field.","#11 User cannot enter invalid characters into the Post Code field.",""
"failed","Tue Nov 01 14:01:20 CET 2022","Tue Nov 01 14:01:38 CET 2022","18466","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#13 User cannot set a Loss Limit lower than the minimum amount. ","#13 User cannot set a Loss Limit lower than the minimum amount. ",""
"skipped","Tue Nov 01 13:56:47 CET 2022","Tue Nov 01 13:56:47 CET 2022","5","","Live Casino","","Live Casino","#13 Card is displayed, user hover a mouse on that card, the third CTA is DEMO, user clicks/taps on CTA DEMO then the login modal appears.","#13 Card is displayed, user hover a mouse on that card, the third CTA is DEMO, user clicks/taps on CTA DEMO then the login modal appears.",""
"failed","Tue Nov 01 13:59:56 CET 2022","Tue Nov 01 14:02:06 CET 2022","130631","","My Account -> Deposit","","My Account -> Deposit","#7 Check user is able to deposit with a valid card and is presented with success modal","#7 Check user is able to deposit with a valid card and is presented with success modal",""
"failed","Tue Nov 01 14:02:05 CET 2022","Tue Nov 01 14:02:28 CET 2022","23789","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#16 Player can continue with chosen 5 years option to 'Self Exclusion' and confirming modal should display.","#16 Player can continue with chosen 5 years option to 'Self Exclusion' and confirming modal should display.",""
"passed","Tue Nov 01 13:32:21 CET 2022","Tue Nov 01 13:32:29 CET 2022","7897","","Log In","","Log In","#05 Player can close the login modal.","#05 Player can close the login modal.",""
"failed","Tue Nov 01 13:56:35 CET 2022","Tue Nov 01 13:56:39 CET 2022","3967","","Home => Terms & Conditions","","Home => Terms & Conditions","#3 User can come to the Gambling commission page from terms and conditions page","#3 User can come to the Gambling commission page from terms and conditions page",""
"passed","Tue Nov 01 14:05:06 CET 2022","Tue Nov 01 14:05:18 CET 2022","11011","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#14 User can click OPT IN primary CTA in more info details page and get confirmation modal with all sections.","#14 User can click OPT IN primary CTA in more info details page and get confirmation modal with all sections.",""
"passed","Tue Nov 01 13:39:06 CET 2022","Tue Nov 01 13:39:21 CET 2022","15641","","My Profile > Contact Details","","My Profile > Contact Details","# Player can select to edit their telephone number and close the modal to cancel out of the process.","# Player can select to edit their telephone number and close the modal to cancel out of the process.",""
"passed","Tue Nov 01 14:07:49 CET 2022","Tue Nov 01 14:07:51 CET 2022","1592","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#31 Applicable the expiry date of promotion card is displayed for not login user.","#31 Applicable the expiry date of promotion card is displayed for not login user.",""
"passed","Tue Nov 01 13:35:25 CET 2022","Tue Nov 01 13:35:43 CET 2022","17536","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#5 Player can select a time limit from the drop down menu.","#5 Player can select a time limit from the drop down menu.",""
"passed","Tue Nov 01 13:57:19 CET 2022","Tue Nov 01 13:57:23 CET 2022","3735","","Home => Terms & Conditions","","Home => Terms & Conditions","#11 User can see the Definitions section on terms and conditions page","#11 User can see the Definitions section on terms and conditions page",""
"passed","Tue Nov 01 13:44:27 CET 2022","Tue Nov 01 13:44:46 CET 2022","18472","","Registration > Step 4","","Registration > Step 4","#10 User can click and view the T&Cs.","#10 User can click and view the T&Cs.",""
"passed","Tue Nov 01 13:31:03 CET 2022","Tue Nov 01 13:31:11 CET 2022","7497","","Inbox functionality testing","","Inbox functionality testing","#4 Player can see their message list, with messages displaying the correct information (if messages > 1)","#4 Player can see their message list, with messages displaying the correct information (if messages > 1)",""
"passed","Tue Nov 01 13:43:52 CET 2022","Tue Nov 01 13:43:58 CET 2022","5545","","Slots page","","Slots page","#7 User hover the game card and click 'Play now' and login modal appears","#7 User hover the game card and click 'Play now' and login modal appears",""
"passed","Tue Nov 01 13:34:35 CET 2022","Tue Nov 01 13:34:53 CET 2022","17954","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#2 Player can close the 'Time Limit' modal.","#2 Player can close the 'Time Limit' modal.",""
"passed","Tue Nov 01 13:56:21 CET 2022","Tue Nov 01 13:56:25 CET 2022","4123","","Home => Terms & Conditions","","Home => Terms & Conditions","#0 User can come to the terms and conditions page","#0 User can come to the terms and conditions page",""
"passed","Tue Nov 01 14:00:41 CET 2022","Tue Nov 01 14:00:56 CET 2022","15139","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#11 Player can successfully set a weekly deposit limit if not already set.","#11 Player can successfully set a weekly deposit limit if not already set.",""
"passed","Tue Nov 01 13:58:31 CET 2022","Tue Nov 01 13:58:47 CET 2022","16587","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#4 User can open the Loss Limits Delete modal on delete icon click ","#4 User can open the Loss Limits Delete modal on delete icon click ",""
"passed","Tue Nov 01 13:41:58 CET 2022","Tue Nov 01 13:42:04 CET 2022","6003","","Registration > Step 2","","Registration > Step 2","#01 User is displayed the correct content and input fields for Step 2.","#01 User is displayed the correct content and input fields for Step 2.",""
"failed","Tue Nov 01 13:48:49 CET 2022","Tue Nov 01 13:49:52 CET 2022","62770","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#10 New password must contain a combination of upper and lower case letters (all lower case).","#10 New password must contain a combination of upper and lower case letters (all lower case).",""
"passed","Tue Nov 01 13:58:42 CET 2022","Tue Nov 01 13:58:47 CET 2022","4781","","Home => Terms & Conditions","","Home => Terms & Conditions","#28 User can opened mail client after clicks/taps on “complaintsMGA@merkurslots.com” ","#28 User can opened mail client after clicks/taps on “complaintsMGA@merkurslots.com” ",""
"passed","Tue Nov 01 13:46:04 CET 2022","Tue Nov 01 13:46:15 CET 2022","10318","","Registration > Step 4","","Registration > Step 4","#05 User can opt in to receive SMS marketing preferences.","#05 User can opt in to receive SMS marketing preferences.",""
